22353,52341,87267
74520,75561,75823
16125,69353,74229
57313,32052,92274
77505,99792,16847
12513,17309,11959
65968,78748,26763
76873,44089,16149
72516,54467,15039
47028,39814,33354
10818,34350,51855
65228,58725,76215
38491,48361,58767
46107,44415,96578
64497,51961,41552
85098,53303,51372
40759,26763,63448
24236,67384,59094
93898,87793,79385
36718,95632,25303
67903,92351,63204
56124,57521,46320
46981,80314,13765
84517,19299,30322
45856,35071,73817
62411,19910,45080
49918,73888,49828
88219,17891,79364
77560,38609,40966
59439,97203,88561
30256,16609,94766
80677,24519,52484
16837,37606,15408
70974,64453,47233
49432,11531,99882
58076,73123,74013
68117,16982,63570
55263,56883,56242
40570,92288,69934
44451,92059,48397
90255,75093,92855
94124,20473,72402
58363,19402,95158
36729,24626,73668
84312,37598,59094
90611,31494,33011
18717,99553,90253
63975,17608,64058
91966,54925,76636
64446,71211,80699
11137,73309,58160
42751,10485,93075
62648,48504,39171
23537,29825,29753
15688,66949,87250
54263,10635,79293
78294,49388,43525
83859,96927,86862
12479,99650,14410
83463,40983,59574
96881,34616,71412
79234,34513,42312
64312,20830,77026
51580,79412,65472
16744,51924,95065
36170,50796,82577
26485,15092,88338
77392,58671,95450
62824,18142,17833
85953,80336,81758
88827,60517,12606
43309,63863,83261
61329,95214,10297
14507,70788,33463
60541,23458,88868
56012,94636,74026
42062,31476,37248
16180,89607,22075
39980,54600,40689
11427,93623,44316
16061,22842,58881
31821,22930,21134
94576,11820,64939
74368,94754,33218
43995,30982,85534
17791,31432,92396
66691,66300,46722
48721,64056,70718
22060,49018,66586
19873,48080,75278
12100,99734,89326
49690,99749,52308
52276,27016,26977
33440,33142,57359
52361,49417,24112
53616,62052,87447
34470,87646,86762
77996,30494,17873
69445,27881,24937
75575,15930,46494
38091,45593,10243
89417,24801,76725
71351,43722,92061
43963,12690,28552
69817,20502,43532
16129,66390,99877
85175,38118,95707
57641,67707,57383
71468,21993,77344
75880,86554,30408
97686,33198,25922
87710,50210,10214
35630,29549,80772
83444,79278,12309
12194,47690,98526
53993,35611,74233
60592,48221,92085
69431,19277,48828
19685,13513,64212
18083,82597,51677
15949,74645,81655
41415,84817,15590
35097,17282,62409
60209,28684,20309
55039,75244,79818
29212,50124,12686
28242,55524,65965
47131,35629,63536
64751,42410,18999
55446,11537,15863
62802,14135,89075
13888,83183,26427
32527,42490,11761
39690,67462,14070
85058,38045,92393
70512,50802,40093
39109,45904,50302
97040,98895,65337
96966,69347,40003
60232,13215,61154
37634,66564,97593
34637,82368,97828
28015,92266,64379
83612,87185,97965
70555,35936,76649
35585,52652,77698
45898,54842,29858
80891,67366,96435
23232,79967,74411
35196,15657,15086
64101,82138,45689
26916,76900,11700
99764,93807,92654
45519,68765,28151
68478,49835,82603
96442,98168,24683
28933,41891,18427
41450,65622,39219
23559,81921,22026
41615,77438,54933
49734,16665,18775
87272,17231,74234
36062,41895,28388
96405,65133,98779
15277,46889,38622
81562,55496,35913
26686,49197,57955
79739,27926,10632
29899,96392,15489
98394,50951,43774
26654,40252,87062
76080,93380,19486
41733,22356,85210
33069,98255,63909
46786,24992,74845
40923,38101,58822
33907,44058,46389
69516,91072,91703
90375,16034,26594
81233,85144,71533
59824,33430,88929
55293,38456,43727
14847,33409,85906
25968,72826,91625
71126,98707,31535
62680,11553,27836
84805,72317,68994
49765,14159,54886
83720,47478,56440
43823,48618,61756
65777,29891,33840
88700,49693,15592
39962,48805,35791
58678,49090,67480
62777,18836,10745
97551,91432,59253
77121,55364,45254
38407,19821,39661
16044,61525,67387
42861,80005,11371
40335,43632,13567
76828,28183,97144
13577,39069,60253
57556,76793,87613
20302,19991,31424
99876,78505,50182
60660,76415,85594
60808,98178,49030
34116,50143,45730
82902,82058,79930
14089,91821,26000
46591,94040,69974
60200,51963,98953
57258,80234,64292
20978,80585,55648
50511,28723,68368
36728,27868,78018
61614,90604,49966
51063,38548,37563
18469,47667,96684
93611,90719,11923
39076,50294,19520
94476,48893,59625
62287,70766,47756
62597,44265,89223
30843,74329,64190
40971,78723,23124
47198,30805,97609
85728,25754,93492
17388,99186,13958
87591,66534,24083
59244,13200,13727
78210,71993,50085
37704,55443,25402
38072,13629,56287
73608,88738,56644
46046,10817,75773
75170,11900,32449
26298,95351,65516
65863,31546,61600
24678,59496,45891
23468,13223,70848
10116,44568,14725
70922,52246,14466
81906,42963,80977
27642,73205,94976
29898,44402,92384
42557,81317,65267
71039,10355,71421
59157,13121,21701
24649,46525,84404
10071,30295,20999
26373,25112,45571
84743,54168,94464
85608,81312,89723
27845,98613,91184
74877,29887,77482
37196,45083,99398
98125,37811,73209
67013,38821,96214
13989,29157,63332
78479,29996,43407
60661,71114,35024
54920,18518,42582
88179,53762,85054
75842,82201,18323
31658,38824,48983
66143,36271,58365
45373,83310,66594
28509,67642,53824
70321,41651,47830
19960,26198,15497
41798,23295,77141
99556,20871,66123
51016,43559,79651
86017,66092,27309
70450,79874,97113
59316,98015,90258
77952,54036,13538
92640,57688,10736
38181,80541,32730
86130,81125,55788
98193,29356,43503
90650,95237,12001
11977,67252,87891
78598,15431,23218
42586,16985,80455
75763,97192,45960
27360,59373,58707
94600,29560,35435
27927,42116,18335
71111,74627,59833
45010,28803,76661
12796,95460,47515
61341,38648,21277
34871,44505,76484
88117,73935,32967
53322,83958,47282
63423,98021,89802
82830,19953,60807
52903,64471,96610
83862,24282,35169
90140,70976,21363
74432,52652,34306
85857,14329,63245
84516,25355,82134
52012,63591,86970
87662,53744,27762
80542,11381,16297
56218,66180,17948
58147,27036,63082
94212,46874,87102
59850,53516,42212
51791,31023,80946
73981,62637,61162
83775,92096,18015
13022,76416,79091
31882,79239,35732
67590,76591,44518
50424,70600,50474
35035,73440,63658
47958,12020,90131
29535,68952,70282
85523,11006,82616
12914,23895,97279
15803,37523,31364
35984,77791,97635
29816,47809,29272
88569,96118,15525
25284,56620,32476
64786,76139,51140
58091,70241,78528
88046,14588,33190
67776,19091,13133
42771,25160,63600
38375,69896,31869
21385,56203,38486
59557,64045,52634
66231,54165,63264
11559,95051,77566
68828,33731,87236
83803,32929,21860
34128,24814,92071
68091,86590,80912
61064,14695,67806
98808,17567,89318
61150,24759,49307
64589,54492,56974
56681,41087,55666
58467,47665,39038
85028,45607,96580
12114,73870,18230
38526,15904,34212
17291,62721,98797
47924,80032,68423
98969,27519,73251
75126,30729,31489
21363,31556,57410
79766,39868,81247
86302,53404,40910
93104,15278,88854
29197,20245,42471
19418,17215,15379
32245,17040,59315
68507,28625,28159
14337,55868,35428
75582,96989,23445
17940,83724,28180
68917,65195,73228
95079,92486,27187
30347,23093,88926
34552,83996,85914
62220,81217,19959
63362,95785,47821
30286,57176,91643
45624,21461,96578
52356,36178,59861
64145,85465,57517
26426,69716,65283
79634,31456,43572
89870,57293,70511
60584,12015,42412
71053,76789,74591
45371,32829,28822
20491,47470,15418
29681,88349,85178
95657,29480,99801
43129,98785,97736
69842,90135,14294
54194,25973,11694
55139,18897,13117
27470,67020,40672
85721,73732,81679
48793,84653,82953
73729,53525,30912
70725,38755,15995
61108,28274,85510
91579,43389,21406
60075,81045,50604
48791,38486,74561
50602,95319,53450
73277,40609,46504
45662,23358,58560
94683,62139,72266
70562,30023,91004
91245,24383,41171
11925,39993,12047
25852,17651,77277
93636,98228,50465
45747,58240,51837
20270,99609,67074
58098,58664,11406
81186,79697,86064
87685,23901,83539
29523,24145,34197
75944,46116,33748
29741,19493,45419
69855,75978,17284
69914,29408,55581
82919,12318,54040
41438,90421,10358
25820,31164,54043
80793,57112,21498
85739,99201,34154
90022,99212,59822
86552,61269,84570
45088,45150,41033
46386,32501,71283
49659,50583,96138
55382,75993,29928
14682,32532,44778
50015,16278,11829
10882,14521,47461
92740,99541,54438
96670,40482,34971
36358,51096,36893
97308,27801,62324
44178,98517,26431
82351,52211,99124
61211,37954,84153
32568,91172,14099
55049,24673,29309
48298,76095,56447
14378,34743,89288
82413,31922,77206
95817,87660,34204
88506,62236,96945
17075,89842,11261
88550,89300,95207
17914,63905,15197
20376,59307,95237
76425,50015,30749
21635,79881,62721
91352,53539,39179
63997,75241,66287
81122,57556,90013
71012,79736,98410
97012,88267,86466
44533,38194,66918
12396,20614,26826
31707,90319,88358
70568,79456,51388
69933,42596,66122
18946,67612,15200
90501,96732,75102
22699,55023,37657
13571,32200,63777
68851,53510,30499
37161,12883,74786
43013,84693,73745
36429,18365,93470
46003,17794,49636
95916,88184,90556
20650,28714,39760
35226,13846,24188
72349,90920,37268
20719,53687,53605
55025,27412,53729
59729,75108,62602
24924,99403,25886
21157,53150,89204
39473,31931,41469
32271,39774,50690
71721,24250,87833
53325,94470,13134
91108,77426,71030
23891,27231,66508
83942,67130,79426
72177,65281,14512
51498,70299,31066
64683,85900,39760
91304,23930,64017
71332,20671,41460
61847,20073,55792
33625,12017,54824
80424,79168,56603
78769,38365,86743
14629,40571,68434
23807,37787,52656
11389,43703,14294
81568,87786,95751
81569,50380,28295
42316,67765,38395
62388,90585,87829
85527,41024,19711
80754,48746,28718
71133,19127,75895
25226,25828,47315
58211,38689,26897
51369,79855,13936
90881,64988,44818
46753,40914,76239
83785,85446,97189
31487,55783,58671
83569,36831,64837
38666,15028,38068
76946,78184,86128
82656,21831,84089
33273,61366,94167
24196,66612,68004
50026,16928,57115
38859,94532,60735
99620,69753,58701
43662,63861,23739
32995,73105,28728
12884,32801,77202
10537,96718,66900
34655,20708,85627
63800,20620,88885
81440,13521,92565
41157,11990,73160
54443,81121,19203
88799,26776,30244
85317,46496,30507
52843,18468,46095
96509,24095,61851
65400,88740,52308
38995,49839,61442
55663,13464,74836
62206,38025,41025
28650,97329,84056
24052,53050,63547
63057,49855,90765
83357,40027,13342
38559,80665,26963
88714,48848,12764
31730,71883,71024
53786,91164,70210
30966,87325,10431
83240,75787,10579
26217,74312,68395
82476,45514,49673
50807,93011,26675
46877,50875,11941
71656,43577,27389
22154,11543,11023
24380,47290,21490
18613,64117,45103
82733,55243,24861
33968,78585,65249
27270,96640,34391
36035,18854,78669
72002,81438,47914
60961,32049,16366
81966,56038,94196
37234,32823,15421
46791,73112,52801
39059,26919,35287
97560,40745,24292
21430,67020,89827
56723,51205,14901
97499,39242,81055
78866,51801,57866
54238,55592,55024
79524,34781,31680
13145,56746,33560
89197,82712,99431
42438,67899,89374
67181,46546,68990
50090,29470,78269
84118,97823,16349
38844,45835,40623
89073,51597,90532
35525,27527,79918
59991,97648,61768
72475,54926,50829
18757,88421,71933
54985,41785,33230
88792,92098,82043
44729,82698,46212
61047,99257,37342
57477,72914,26281
91936,27527,12001
57517,23104,53949
73973,48035,39780
35945,94701,62290
58999,16409,51861
93273,43924,66384
11437,76373,86153
50740,34251,84068
28592,59438,49672
74431,34679,94956
92546,67232,32112
22157,39593,26419
70345,10187,24475
70191,79582,45240
87679,80883,93253
75574,67186,37178
36674,18495,98051
99071,76533,28318
69887,36924,43851
38403,69587,88974
55838,71873,92113
17276,74864,92136
70590,73771,53994
70349,48137,98345
50862,68982,22512
14463,85083,22699
60653,81997,89196
49726,85152,81041
36791,54343,39417
24417,14318,44459
19302,35068,94811
53665,54648,48521
96128,63033,20150
96397,59088,78646
85991,11265,34599
67942,77365,61723
38764,76075,69672
13928,96792,82324
43761,23027,67930
85324,76494,81625
16882,83752,29682
53382,44176,66170
88661,56189,87440
27335,28578,81762
41773,91864,72800
40992,65568,60335
13739,57211,15006
69365,43447,71110
37914,70115,49627
62082,93364,80646
48130,13764,14871
96083,57786,75640
15037,66304,99659
73406,16833,29658
30246,94667,62444
12354,42101,10452
29434,60259,57472
99960,99294,93406
90243,31707,93982
98891,74181,82829
80218,61086,99831
57313,24201,76600
77379,11966,15840
44771,68734,18018
59193,63942,88082
33629,43504,70378
93527,66561,98820
27320,74145,66825
32457,11072,36116
49622,64648,55014
63168,87201,19512
32319,57933,65679
38354,11254,53966
91924,74026,27961
35565,56989,11164
16706,60936,29359
69669,92478,94923
35539,17194,77444
22055,14667,60303
23835,33205,20190
53441,93468,78785
43269,68212,65287
17451,35300,41141
78048,39268,29643
81545,93463,42844
12605,87662,38825
94832,93791,38142
30318,35784,76928
52216,68897,94687
11148,94837,61261
68645,83409,86498
52809,97352,50575
47519,94065,99879
27220,35571,70591
11996,74729,52407
14474,43383,48419
43993,12575,55883
19785,91475,80366
56769,49906,52906
53360,41172,46449
53984,71863,26448
91553,24545,57177
20687,64196,95075
88499,53112,45563
79550,76530,50151
83532,67483,62373
14933,91730,22572
43573,76277,91524
13913,29987,83980
63221,29827,79351
51008,56538,68749
18781,45041,12303
42096,65715,30274
72562,11817,91925
66405,11506,82224
86289,47548,54558
63496,71640,65545
81428,26681,54438
34507,56650,65776
12057,96021,14272
28648,17665,44118
62529,62565,71074
96226,26429,87946
41813,92740,97469
66429,13484,62696
21132,13855,39402
89894,82288,86858
83457,53887,76018
63915,32346,38211
86994,50533,47084
29551,29566,48697
39462,16228,52950
16737,88419,63351
96930,18453,53723
20971,39565,33437
51657,23853,77130
95242,56666,20185
24122,72060,63373
88282,29795,26312
89525,19269,95735
84255,24232,25141
82298,98909,41286
89654,33170,64770
80753,54884,63786
61236,27237,80556
65549,87430,73707
77221,37745,29788
21243,60092,72508
84357,98166,45803
90238,78131,97337
84692,48088,58250
70237,53322,47918
16545,83571,90167
44440,43117,16237
44037,49278,50770
10468,87439,55999
39892,19948,72201
60166,76053,24719
44671,70127,24063
40361,72595,65537
12786,46689,14553
23349,95627,16697
68821,13250,10701
89058,40675,55235
77279,39855,38285
42826,63828,50106
94887,29775,62684
96476,98405,45697
35669,96611,28624
19545,55441,79014
93136,44764,90219
38455,26818,92392
79557,87196,29538
83019,41988,66307
28118,52015,37896
12041,61190,94311
87052,58157,91779
57938,34424,40955
12080,63222,90070
57064,71165,71810
52524,91730,40922
98259,88727,88444
15176,34297,32742
96924,17247,21793
67662,88424,81064
66398,17167,53249
79087,99908,80861
67680,52050,62305
72027,99909,80148
87511,20461,81503
10936,45734,68769
79408,74452,10064
16289,75932,19461
93197,15689,29044
45898,58975,80877
42020,91069,15268
68653,80431,72434
25005,90968,53516
12132,75939,96609
66757,31291,80854
62941,72333,29804
98702,37315,83061
63019,57845,31637
18628,99292,59528
91024,86838,51507
10401,47642,18003
53522,89713,28578
40484,65210,40231
43517,80922,49231
27287,44551,39949
17065,44258,51167
53697,31563,25885
97914,99239,97775
31408,72690,50385
67482,37223,59491
62943,57544,83719
41811,98979,92657
39757,92936,98014
41041,83802,77630
44569,59439,61813
44815,69130,63004
93395,29731,63322
69755,18752,33563
91285,32742,37257
85639,25514,60276
66619,14688,67819
81751,68915,12814
97548,22331,54324
55275,90427,80550
11454,48990,97353
47893,33730,88884
77881,83571,51555
73825,34827,67918
37308,17463,88821
23247,16083,10861
19223,61624,22274
53857,26685,79355
90959,80008,23382
91567,61969,71754
86005,90891,64349
59169,99228,48160
59334,78554,25226
72165,70568,58762
52984,75303,27263
95850,21507,88576
18896,16106,94918
75746,97066,17021
82666,77674,67010
36629,34183,99392
24568,71990,16793
90275,71168,43386
29507,58946,95208
42449,49426,24027
55705,10666,68036
73852,72411,22906
42634,55334,41491
13552,59343,60170
59062,13828,42716
83858,18183,44784
61465,15318,16210
85541,96857,44775
68470,79156,88788
81290,42229,92133
98839,83401,68649
89691,59181,33183
93737,87691,69675
19003,52967,47748
71382,69683,71024
29878,20137,73962
95872,43822,98456
76640,93176,85957
64208,74709,88742
45432,91815,28588
33831,69663,25751
61164,73663,90335
71936,82233,95867
69319,10661,63032
58774,77735,99764
54464,70760,94384
95566,77705,51911
14822,11854,20554
64637,91929,81556
27346,61831,60123
67219,72499,99650
72581,17252,87560
93534,46073,29551
57633,58943,66263
37996,25997,16550
96015,36680,22614
65220,53612,19901
20613,29139,35745
29890,90895,54125
41918,72265,55460
89523,73738,73970
10889,44338,17978
51389,25985,56303
40549,72925,23957
85505,79030,58869
41132,79932,73188
66537,99388,41739
65391,36469,25202
69509,62396,69861
73530,83146,56815
83958,33619,21141
52677,88857,90433
68518,25750,79236
63934,97254,40035
91698,54362,23721
28234,61896,67237
91698,49557,36281
82493,30726,31472
95140,87602,97139
89099,15160,45265
54901,88165,51025
24667,70462,44323
73814,37609,31989
82048,38332,86929
19852,14894,86002
86645,94826,89030
58237,15575,13479
74000,13047,26817
80513,35765,46627
41983,31957,39315
44387,97193,80097
44905,82616,23065
38328,20746,71599
41551,36474,58931
81794,78723,39533
31395,56329,93333
70306,13708,38376
65369,69602,38687
64099,72847,76356
21304,21587,74077
35635,69582,56894
76606,26387,19974
55515,85767,83910
27464,44215,75291
91938,11324,56622
69069,33662,99469
42392,46973,95531
65735,16409,80932
61145,74521,92453
55372,97388,41012
33843,33395,61221
94539,82256,61706
46298,47666,99508
93610,29222,69974
44997,50937,45647
11379,65456,12647
57579,96611,74170
93813,76853,61630
20587,82282,41508
93529,94520,79912
17469,92436,45455
65656,94500,73156
58837,58410,19906
51587,72893,54523
86707,43518,50312
89276,54774,10197
14473,63956,47059
79052,98463,96255
60871,44520,56953
25820,71126,34262
65757,59364,99799
42447,17736,17201
71755,46013,13053
25610,37756,37070
70877,90094,17355
95600,88597,26829
58091,92964,19619
54048,25783,75904
25033,42901,34567
72936,64984,54367
71160,97947,79214
35287,97857,25854
71378,43218,59199
53671,52384,88127
97823,24130,46450
34659,96662,81450
72650,66022,41722
56996,13366,74409
50027,92009,73324
40634,50529,27155
84491,28143,52097
80958,26403,14984
85449,50513,86319
31402,13977,62845
43960,80350,22758
93557,54607,14252
41885,84258,10386
26776,28849,55052
68308,10956,28275
93426,53466,45676
22751,26264,65862
82041,51177,31698
22324,27282,84236
59574,64973,19266
74308,71953,26682
29831,68963,13806
67566,75325,27262
45949,76731,25530
71778,44280,83368
57307,42804,31163
33899,71691,14303
74848,80109,99645
30293,97016,57760
33731,93461,52306
91733,25465,93792
27935,30594,36062
49223,63724,99102
80406,58579,46660
55084,80045,24440
56463,49700,61690
25078,27358,40138
20236,39954,61896
10835,12559,15870
43547,68049,26613
43447,45778,55342
34699,46921,23347
51866,61868,34325
99219,29685,36607
41716,34579,82072
37472,68260,95034
60168,46304,14138
97083,16263,95043
57532,46199,58219
75292,47232,63568
26513,82475,18802
14187,18634,95042
64693,53123,96170
62648,44976,23195
83507,38994,69318
36496,81779,64102
50499,69107,23995
48222,27320,38580
67146,95820,49648
46690,42062,90185
89580,92381,91395
24351,65565,63171
74701,43180,61372
73872,81473,72922
47393,14108,34093
89304,61344,67518
81074,14645,31654
27998,12219,59285
35083,63731,78654
84770,17710,84585
81593,59140,64028
77707,36993,54466
42322,97992,48617
72275,59553,35748
80056,60962,22719
12741,94686,51121
14984,19771,68572
36725,73095,20453
94708,74508,81040
78460,71783,74279
20592,27262,65203
24752,94427,10551
57471,95622,24350
96840,81532,12170
34241,77157,54991
20737,73211,16060
18140,13982,95479
92029,34267,92428
90965,30967,61216
25337,94352,42262
33543,54925,85795
84901,38069,14142
27225,83156,32137
15663,70998,90456
43819,60556,15750
22241,24519,29631
21925,37971,42971
44708,59063,24291
34926,14396,38953
29757,63615,26892
95647,51248,74864
30404,41936,82464
90440,23470,31038
45511,48414,26231
59907,93432,61025
64799,70477,30868
25100,26205,41243
75085,91458,66763
29201,36193,30785
90871,94958,79893
34737,42444,79880
68951,35363,23382
50275,56619,84351
28727,89657,33707
82890,22668,21449
86097,90866,69761
60925,16498,14011
25895,43323,24651
88556,75696,68196
94782,65032,28862
59167,73270,51324
37210,23408,82762
49596,40276,81994
47219,47306,95195
27132,11200,90228
11180,34611,74435
99939,38213,11620
54012,15873,98785
80690,49786,75508
13915,68743,30806
53285,44306,16487
94012,60923,83865
57601,58896,56511
92049,43970,39592
65142,64164,47920
76395,37346,45338
25058,12896,82910
44636,14958,12566
26077,70055,30867
27316,80122,16031
79059,48721,10084
80018,73605,48378
61340,50225,29370
11078,69614,15127
78214,73977,10874
88539,11316,99762
54367,56127,56316
95738,81302,19505
76712,22762,62878
64034,23978,70099
78626,47817,26746
98910,44775,89662
39218,59904,43634
94607,98688,10272
33181,41086,47963
18731,74093,42245
89490,75202,58742
81565,27683,57189
18162,60646,63930
38039,10383,49079
59734,51321,60560
12223,97095,40679
57135,30787,42019
74022,24125,18312
69682,86155,89662
62821,16288,65351
97446,89983,45865
52199,99858,60303
70386,31213,11049
18572,79009,93234
80785,71481,32549
19995,65731,99698
66833,84274,40462
38906,90889,93740
61635,92421,90720
65234,40130,42544
62122,87439,85243
78421,75786,34291
36499,20397,97429
53177,99708,37911
34451,81953,38321
38503,88448,81314
79909,71848,95340
92849,13102,76955
33010,43093,86361
24737,82083,50398
45716,42293,72959
18016,10890,94508
94991,47667,83195
21200,99851,90413
12626,85657,26360
40607,74948,36160
85765,30239,60420
10435,36876,94477
44620,20112,39419
81099,51612,90595
23089,31801,36276
44768,28442,60727
94221,65503,45389
63829,93098,19618
47860,69955,37636
63937,51604,92061
33925,79728,16781
56060,39527,12190
41180,16820,93106
85421,51942,23615
60034,64174,57412
17266,63659,62363
81082,63123,48610
62197,13290,99607
66853,87628,95393
86593,96196,85809
20027,70169,48266
13897,32429,83464
48033,51169,97363
82048,85898,22568
34963,44239,53807
25501,49593,36244
92144,28944,40681
53249,38854,75406
51524,67052,67159
55538,97749,57964
28783,63349,43483
49106,81313,90298
99526,24611,94817
65892,46732,60770
53232,53823,39549
55993,76096,92561
27743,82062,64627
92848,98948,86451
73822,78504,79899
92875,87606,88178
56118,41793,40661
55203,43300,74206
90017,46336,80767
15303,18753,14770
35782,77205,19968
28724,11849,82055
23165,82727,81123
55880,44139,53780
63080,56555,46766
61138,38465,61483
10444,75216,71538
81834,62572,44616
83575,35954,52217
71793,45791,67069
35603,47003,93406
34480,27538,51110
83958,34400,42278
26113,87024,42706
38274,11997,53645
13760,11508,97188
72872,28978,98359
66221,59369,44045
47134,93388,27098
22713,63561,68289
50584,94659,99499
90961,88447,74019
86945,23525,10645
10543,45214,46983
37465,87557,87472
99583,76561,74923
67421,72736,29139
56914,52165,47226
94563,42837,23782
34798,83852,81214
58870,11950,58110
40575,90527,82337
65745,96363,17836
24362,56244,96290
86445,34038,34965
57456,91028,39816
19364,29145,92430
76346,90684,94359
49685,26156,41000
70420,25259,32709
63894,65073,67377
49690,51545,46587
17480,85050,37525
79364,94186,87453
90471,72174,59237
41083,48690,39078
81957,54623,41068
84315,27614,49154
40523,36636,10627
14696,66150,61607
79184,82227,79804
25129,43459,81215
25758,62135,97508
24678,88802,54057
34056,76383,27856
55784,50414,54790
19764,54399,22995
51765,31598,61880
97005,99096,71369
19218,99264,66213
87639,86076,50542
41305,28100,56730
90508,40472,98873
20415,44380,24618
18941,43336,79941
62273,50022,21841
58872,22738,15473
14144,90481,58056
95233,87067,42997
50170,58092,12949
32341,35553,80133
52274,77476,76599
92131,77486,69787
81663,53270,40299
16831,20964,64766
66236,47193,83713
32185,84262,12960
79501,61908,54662
67288,92242,24228
99260,91732,37133
51558,16103,50874
93730,44473,57578
99553,84338,87428
49572,20835,50978
24050,45265,35470
11886,55281,95542
45834,34450,18469
43552,76745,20054
11520,55514,35576
93252,55598,19640
67303,51861,66246
